"","Sample.1.NI.Sample1","Sample.2.NI.Sample1","Sample.3.d3.pi.Sample1","Sample.4.d3.pi.Sample1","Sample.5.ECM.Sample1","Sample.6.ECM.Sample1","Sample 1
ECM
Sample2","Sample 2
ECM
Sample2","Sample 3
NI
Sample2","Sample 4
NI
Sample2","Sample 5
d3 pi
Sample2","Sample 6
d3 pi
Sample2"
"P01633",0.0914992185111019,0.0166330679811861,-0.358202225182401,-0.639413844697374,0.570295075397626,0.31918870798986,0.262313196257815,0.171360933251505,-0.251659247722312,0.151852312296869,-0.718002429519494,0.384135235435616
"P01635",-0.389659918449521,-0.122632329776238,-0.101141174164123,-0.42765314217964,0.625140027571412,0.415946536998112,0.969858168853088,-1.33953125610673,-0.312075594907199,0.543137872179281,0.245541208330617,-0.106930398349054
"P01636",0.0360096274494013,0.0967428396625887,-0.220573627362943,-0.411344904399609,0.342693317699514,0.156472746951048,0.39364902813595,-0.0347342857520552,0.308625993853126,-0.0405747718563654,-0.228721905854291,-0.398244058526365
"P01637, P01638",-0.0672912180095513,-0.247593561254798,-0.292435696777729,-0.273573870463704,0.425106043472533,0.45578830303325,NA,NA,NA,NA,NA,NA
"P01639",-0.022226393548058,-0.00843642273373169,-0.0580944472060896,-0.0973302617811451,0.13374148908377,0.0523460361852539,0.11628919683541,0.243356151481648,-0.0606061480238078,-0.112845883661498,-0.0770349631053961,-0.109158353526356
"P01642",-0.22676985497094,-0.177951821465008,-0.623695368996599,-0.423800951580114,0.668922549893183,0.783295447119478,0.848507235804816,-0.622283632619215,0.0173365738624547,0.0123437052447084,-0.204931099849048,-0.0509727824437149
"P01643, P01644, P01645, P01647",-0.426793615599764,0.0140572383126361,-0.000653551242040695,-0.485610399597793,0.765612073132443,0.13338825499452,0.926334181369556,-1.71330939537354,0.106645630341978,0.398587912611297,0.38327465525478,-0.101532984204067
"P01644, P01645, P01646, P01647, P01648, P04946",-0.287841634392681,-0.0628882943124016,-0.0961249691379971,-0.202649174398097,0.378316567329786,0.271187504911392,0.648636141662988,-0.773383022222348,-0.234639302963298,0.271977693289836,0.211429008262821,-0.12402051803
"P01644, P01645, P01646, P04946",-0.624620398778318,-0.20805391299101,-0.123965150156555,-0.599416952218954,0.942015958658188,0.614040455486649,0.800658213986426,-1.16806796463435,-0.0370452520684288,0.334078957303592,0.232099094664139,-0.161723049251378
"P01654, P01655, P01656, P01657, P01658, P01659, P01660, P01664, P01665, P01666, P01667, P01668, P01669, P01670, P01671, P01672, P01673, P03977",-0.3949556023574,-0.306667865477676,-0.212847813993329,-0.403005122108693,0.825660185662944,0.491816218274154,0.73334636947576,-0.461251186784471,0.865911391011991,-0.617102279148572,0.010201121119255,-0.531105415673963
"P01658, P01659, P01660, P01664, P01665, P01666, P01667, P01668, P01669",-0.179193225465084,-0.451590358252558,-0.513010743500033,-0.833906628941804,1.23634646342027,0.741354492739206,1.58761172071462,-0.921606434048879,0.144310238978937,-0.192577034508488,-0.314023206694631,-0.303715284441562
"P01661, P01662, P01663",0.0247559471726482,0.116279080899502,0.514118640314517,-0.262620180666236,-0.251002004070011,-0.141531483650422,-0.12077178231305,-0.425090424711432,0.793187526180318,-0.436347018300813,0.521881122771745,-0.332859423626767
"P01661, P01662, P01663, P01670, P01671, P01672",0.299446250650825,-0.692479963960094,-0.361398956139444,-0.314137054928188,0.480827501680015,0.587742222696884,0.299379117035823,-0.0351098881469185,-0.178390481773932,0.153648941510896,0.2364460461852,-0.47597373481107
"P01664, P01665, P01666, P01668",-0.507403657954089,0.249869122978903,0.401676454057841,-0.113649489990806,0.0245691393936274,-0.0550615684854772,0.468580261576336,-0.475448559258062,0.816641428425545,-0.704145694098508,0.248367455889562,-0.353994892534875
"P01674",-0.0632842361952473,-0.341823926824062,-0.445425781501126,-0.651039206998271,1.07789158933476,0.423681562183943,0.829483586281937,-0.151748475746822,0.376630763698149,-0.42320495908525,-0.406734057464686,-0.224426857683326
"P01675, P01676, P01677, P01678, P01679",0.166424996629332,0.0199835640927155,0.153311167291851,0.0998985385675981,-0.315849406576531,-0.123768860004964,-0.299427691324584,-0.391774301957469,0.916396259061349,-0.385111498967349,-0.266229224511247,0.426146457699299
"P01675, P01676, P01677, P01678, P01679, P01680, P04940, P04941, P04943, P04944",0.252092458408718,0.293982308788413,0.0346841187155014,0.113104845746663,-0.330855727222902,-0.363008004436392,0.299606405549603,-0.882684102361482,0.523315733232462,-0.103745954050411,0.281665804147014,-0.118157886517185
"P01723, P01726, P01727, P01728, P01729",-0.164429899070389,-0.0221601942289253,0.104332831953647,-0.0333207968564446,-0.0355446081224793,0.151122666324591,0.755020891096998,-1.11402062931131,0.208316280375944,-0.382096138541583,0.672373996116656,-0.139594399736711
"P01748, P01749, P01751, P01753, P01754, P01755, P01756, P01757, P01758, P06330",-0.397912112868817,-0.335003380940016,-0.503136953643984,-1.10928380120303,1.22654515213224,1.1187910965236,1.92414796208215,-2.53566564595562,0.223149376548042,0.391084920398156,-0.179801561746868,0.177084948674148
"P01750",-0.327015596412992,-0.4435498355854,-0.273095744914321,-0.175231642744079,0.752532936991668,0.466359882665125,0.521415528014978,-1.08390153571398,0.571311849077202,0.177688556364223,-0.0935555719856191,-0.0929588257568037
"P01756, P01757, P01758, P06330",-0.157586831501797,-0.12380048595976,-0.434623477495026,-0.517692624495018,0.81107513383643,0.422628285615171,1.05260632575343,-0.729295759417174,-0.13194453188972,0.153961613643891,-0.309635936205319,-0.0356917118851046
"P01758",0.0103665546876703,-0.389171759511657,-0.497008949223097,-0.272553232836276,0.519392123992334,0.628975262891026,0.603921847079932,0.0818545219523066,0.162060202899221,-0.0545934313378114,-0.532990514633307,-0.260252625960342
"P01786",-0.0908099235585307,0.262064175899143,0.145861011156727,0.12327695531515,-0.149489060314962,-0.290903158497526,NA,NA,NA,NA,NA,NA
"P01786, P01787, P01788, P01789, P01790, P01791, P01792, P01793, P01794",-0.21573400007735,-0.268345823089914,-0.392689121733583,-0.377418268611113,1.07278732902359,0.181399884488369,0.561744611082676,0.0620943900697721,-0.434685596873507,0.254910454149069,0.0881921146002611,-0.532255973028272
"P01796, P01797, P01798, P01799, P01800, P01801, P01802",0.127402459276829,-0.043326841016246,-0.182641930024867,-0.251926151695032,0.219509817732433,0.130982645726883,0.494081271036441,-0.663542310845448,0.135440713246524,-0.057040418613501,0.388475064236724,-0.297414319060741
"P01796, P01797, P01799, P01800, P01801, P01802, P01803, P01804",-0.196039980275215,0.04378108375065,0.0827184660811886,-0.054314353278845,0.123718170831252,0.000136612890970333,0.487963659571268,-0.427030759423067,0.0457992650753405,-0.0566502818778356,0.228647117487899,-0.278729000833605
"P01806, P01807, P01808",-0.124247373646907,0.324473608489603,0.161677868425015,0.146610262185686,-0.271690133262951,-0.236824232190445,0.389828086368757,-1.78502240818715,0.884967847027128,0.118322976114645,0.526308494405822,-0.134404995729205
"P01806, P01807, P01808, P01809, P01810, P01812",0.353782510084562,0.0700530697240018,-0.129373035818905,-0.00698064839018464,-0.12240336062963,-0.165078534969844,-0.244327317033718,0.306215285699667,-0.113817656064538,-0.0114557998892315,-0.0228312108303306,0.0862166981181525
"P01806, P01807, P01808, P01809, P01810, P01812, P18524, P18530",0.0452498322555592,0.411449693030126,-0.120412401733544,-0.380794569479152,0.255619850613569,-0.211112404686557,0.343369604234983,-0.721516455734627,0.728953525590994,-0.189909597812153,0.0944368408314786,-0.255333917110677
"P01806, P01807, P01808, P01809, P01812",-0.337126992898703,0.216719823428599,-0.134389585476502,-0.0814448056373891,0.123025885994368,0.213215674589626,0.522029236717008,-0.450334338380709,0.457002013093226,-0.0842273174911754,0.03248374600759,-0.476953339945939
"P01806, P01807, P01808, P01810, P01811",-0.21149393448057,0.336222653281423,-0.106346172437258,-0.0430089210084379,0.0885401405341479,-0.0639137658893052,0.443406315515717,-1.62266195945727,0.600861746859104,0.113750826875972,0.691032713526593,-0.226389643320118
"P01831",-0.193218351888331,-0.313947424721693,-0.2651104491882,-0.219226897043778,0.442545975613055,0.548957147228947,0.333238552848651,2.21619117082343,-1.32225895624443,-0.241215464053161,-0.558902814770255,-0.427052488604234
"P01837",-0.426341401402984,-0.23711108852897,-0.545786210146677,-0.680785508121885,0.994525565652146,0.89549864254837,1.06552831097214,-0.897374698014496,0.416315795690418,-0.089788163254922,-0.157223822995336,-0.3374574223978
"P01843",0.194218786830368,0.125694207964401,0.0221895970349775,-0.0544117722715991,-0.215280498351809,-0.0724103212063389,0.161765589184431,-0.347719815169759,0.33206922592231,-0.0170989941442845,0.0591774236541207,-0.188193429446819
"P01844, P01845",-0.188321949237078,-0.179714911890029,-0.226380516333343,-0.0264772427565583,0.308178637599303,0.312715982617705,0.200976177451408,0.143553649826989,0.0994379685193594,-0.108504159239825,-0.337747153133449,0.00228351657551684
"P01863, P01864, P01865",-0.300715578606291,0.0247066802964033,0.0899688046561136,-0.0724926461645485,0.09584646156874,0.162686278249582,0.564685111099023,0.17857585611226,-0.185115897284052,-0.337660681518693,0.161516297134784,-0.382000685543323
"P01863, P01865",-0.351082402325527,0.00869171801425983,-0.157597993894226,-0.173836515830607,0.402704444670018,0.271120749366083,0.879702196009556,-0.910684367060468,0.169784129636068,-0.140588244825579,0.147561899585658,-0.145775613345235
"P01863, P01865, P84751",-0.303130760571542,-0.14542286595684,-0.403091689024137,-0.363432794314146,0.645183246691263,0.569894863175401,0.660538268783781,0.466356978026846,-0.159758594286248,-0.390521822931039,-0.168179932501405,-0.408434897091933
"P01867",-0.0302096845094049,0.125223637771829,0.0334058875815373,-0.0503171648393073,0.00969159306729583,-0.0877942690719506,0.224845956380046,0.0247169153297904,-0.172762775920404,-0.282081851621689,0.201105406130316,0.00417634970194136
"P01868, P01869",0.0476496550247711,0.3089554743541,0.224144616978434,-0.121164521606894,-0.218536433060063,-0.241048791690349,0.303029148287463,-0.874471760466271,0.0804259726315246,0.390762751638789,0.190781462919848,-0.0905275750113534
"P01872",-0.549836589398401,-0.419982251616582,-0.488513795619697,-0.602833596581485,1.12415507687422,0.937011156341948,1.30502560300054,-0.750084864128328,0.574729430010926,-0.372064763862288,-0.123982498590129,-0.633622906430723
"P01878",0.329693750406171,0.456535953457662,0.0909501601126164,0.0328185943408195,-0.544293665226034,-0.365704793091234,-0.351702311786758,-0.867312833127103,-0.0853681010189984,0.602084740869126,0.0678832770054809,0.634415228058252
"P01887",0.728538045804591,0.0154187544745485,-0.0734750858289233,-0.071501904793605,-0.311656891238121,-0.287322918418491,-0.277843034060452,0.816631924796466,-0.489869004581701,-0.0468471024314692,-0.0740186160871392,0.0719458323642939
"P01895, P01896, P01897, P01898, P01899, P01900, P01901, P03991, P04223, P14426, P14428, P14429, P14430",1.37106049700914,-0.00524285092063748,-0.297270002547697,-0.469535413730386,-0.394966672165551,-0.204045557644865,-0.631787554920459,1.43391267683883,-0.866165189664997,-0.0205470685172973,-0.340435862387163,0.425022998651083
"P01895, P01897, P01898, P01899, P01900, P01901, P01902, P03991, P04223, P14426, P14427, P14428, P14429, P14430, P14431, P14432",1.68723926594377,0.370034627594662,0.0996240442062901,-0.186516965689912,-1.36342012991146,-0.606960842143352,-0.6466880811993,0.0166193029854735,-0.0651319267656194,0.231227348243575,0.0788531075175376,0.385120249218334
"P01895, P01897, P01899, P01900, P14427",-0.371076467317728,-0.256417108836185,-0.216100246773166,-0.193462815060052,0.547902493855396,0.489154144131736,-0.14598009820204,1.30657177822474,-0.306115794460777,-0.0262823238271204,-0.653140029220495,-0.17505353251431
"P01896, P01897, P01898, P01899, P06339, P14426, P14432",-0.227616219333419,-0.165350358879012,-0.338260216540084,-0.189425268139293,0.500959682755258,0.419692380136549,0.0746251740020747,1.28374825179032,-0.613107426696522,-0.327636483113176,-0.35925732891873,-0.0583721870639677
"P01896, P01897, P01899",-0.416342945900517,-0.803524938205108,-1.04608802337385,-1.77283409949259,2.13814258545557,1.90064742151649,0.0444175531677238,1.65864891054171,0.369263662363359,-0.324217527596782,-1.03173157799293,-0.716381020483075
"P01897",-0.427018358445867,-0.319129964871757,-0.369768002095769,-0.322256582844843,0.789631602227724,0.648541306030514,0.0710832909272199,1.42900888561622,-0.922050073683226,-0.340737408307933,-0.183895122851326,-0.0534095717009593
"P01897, P01898",1.10769066903688,0.108866970465101,-0.0557501531093907,-0.0691559292832085,-0.641277822410179,-0.4503737346992,-0.524039189989035,0.118879409755348,-0.137379819985912,0.19715211550105,-0.041501654419871,0.38688913913842
"P01897, P01898, P01899",0.800200314360693,0.207978203827038,0.0278748935512438,0.121862208276315,-0.743502708936005,-0.414412911079284,0.749418147626125,-0.0315336703249831,-0.217370814334368,-0.421200489753078,-0.354271991125641,0.274958817911946
"P01897, P01899",-0.340458324208661,-0.434198917277156,-0.426693178893633,-0.451538305695913,0.872442886322551,0.780445839752811,0.202545521408246,1.87937467480624,-1.31526754929642,-0.33561315243119,-0.103051636698804,-0.327987857788073
"P01897, P01899, P01900, P01901, P03991, P04223, P06339, P14426, P14427, P14428, P14429, P14430, P14431",-0.131471296401648,-0.654801451997734,-0.569516811312927,-0.89293713907849,1.12235231796442,1.12637438082638,NA,NA,NA,NA,NA,NA
"P01898",1.16582166222144,0.177686391341405,-0.0486000557602271,-0.106957128736768,-0.683346497937341,-0.504604371128507,-0.524884521747602,-0.209836837374002,-0.0740778991910407,0.14407475521294,0.0592380338888856,0.605486469210819
"P01898, P06339, P14430",0.799737102402137,0.261471729640773,0.281001993338927,0.0143644961699581,-0.811971569057755,-0.544603752494039,-0.532375821207745,0.104180766983514,-0.268586708457136,-0.0238615836704383,0.374372214957234,0.346271131394571
"P01901, P03991, P04223, P14426, P14428",-0.404220916213774,-0.526143148211505,-0.513614033179077,-0.515871075562891,1.04923759276368,0.910611580403569,0.301386207131134,2.11139022829176,-1.05879940928527,-0.449036271416196,-0.484758237900737,-0.420182516820684
"P01901, P03991, P04223, P14428",-0.342588079546064,-0.221508461476528,-0.231583356054005,-0.29060193877184,0.603993449500148,0.48228838634829,0.062863808877391,1.65883983700748,-0.822358445525166,-0.245456707462855,-0.252415893219605,-0.401472599677246
"P01921, P06342",-0.169862391385154,-0.0613979792303336,-0.030781935597167,0.0339785075071735,0.205604351173848,0.0224594475316326,-0.249492586245842,0.159623198947628,-0.0590403945440401,-0.255792955214702,-0.270939499248192,0.675642236305149
"P01942",-0.527554770654213,-0.636283710370123,-0.730217886426963,-0.816524558740224,1.26702714331656,1.44355378287496,-0.13086567182329,1.94925621227111,-1.14057766868355,-0.257002839314789,-0.394295258143959,-0.0265147743055301
"P01942, P06467",-0.504384607646939,-0.786423921175126,-1.01134124894967,-1.37004203334517,1.64789919785909,2.02429261325782,0.468251093508852,2.46241313974215,-1.85800970372011,-0.388446699447002,-0.618273395270116,-0.0659344348137751
"P02088",-0.493363291088373,-0.500637696623334,-0.553622738479097,-0.652142474652921,0.989183651400331,1.21058254944339,-0.0898888855482802,1.78968669120214,-0.943222134251789,-0.307402210731145,-0.294274560086139,-0.154898900584788
"P02088, P02089",-0.218377924645442,-0.526745338790893,-0.535651209376441,-0.619106570104691,0.930022221800574,0.969858821116893,-0.12980083633458,1.76804461442475,-0.890898875409563,-0.344562678549427,-0.479568037344388,0.0767858132132102
"P02088, P02089, P02104",-0.30543653913663,-0.377557939252048,-0.444496471653436,-0.505974584224104,0.71322348514469,0.920242049121527,-0.0233071501903352,1.7666914940369,-1.14071396568758,-0.299525227431792,-0.213419333525578,-0.0897258172016153
"P02089",-0.450283299932544,-0.499568571292624,-0.566889680923538,-0.604224077801812,0.932078793803963,1.18888683614656,-0.14178760643295,1.92496064524643,-0.985787262305896,-0.257660821198435,-0.413121298503362,-0.126603656805786
"P02535",0.809920795238185,0.0418383203867156,-0.395512427732434,-0.272544443866643,-0.0332390876164763,-0.150463156409347,0.071693004997174,-0.17295459969705,0.458824635663518,-0.155533388850726,-0.366363941943869,0.164334289830951
"P02535, P08730",0.852971609106805,-0.0381886316282336,-0.48901423534124,-0.405129771144667,0.0586705393909606,0.0206904896163747,-0.0276213065237982,-0.318582571545825,0.490672306283436,-0.155905966914891,-0.167999366044574,0.179436904745651
"P02535, Q61414, Q61781, Q8VCW2, Q9Z2K1, Q9Z320",1.15768358308105,-0.00350261843328781,-0.509609400531165,-0.55179473133856,0.0344316129600841,-0.127208445738123,-0.172458521857849,0.15154020027546,0.526304475016528,-0.00841140908515392,-0.797211330687206,0.300236586338221
"P03953",0.14663641299639,0.246998743511618,0.230456587386607,0.119121170303938,-0.400964168572097,-0.342248745626455,-0.324600954260585,0.158057333079272,0.25862284188745,-0.0156766247890641,-0.162013632720011,0.0856110368029364
"P03976",-0.0471118301066782,-0.0892102501067851,-0.169822351499521,-0.637420578147501,0.22953828428837,0.714026725572114,NA,NA,NA,NA,NA,NA
"P03987",-0.297362327618543,-0.342610128667017,-0.466724862037901,-0.538207507583963,0.800686606070341,0.844218219837082,1.41003572938726,-0.176678956676988,0.076721932053661,-0.470249320374862,-0.291509330659172,-0.548320053729894
"P03991",-0.0494369820858194,-0.0565394890471733,-0.218518781423649,0.166003478199906,0.0631742136284585,0.0953175607282772,-0.137530924018635,0.869931481282366,1.17115440321987,-0.554602312558706,-0.873042216192862,-0.475910431732028
"P03991, P04223, P14428",0.997982553977401,-0.363188924976537,-0.656859395142359,-0.732401327091232,0.299852564906145,0.454614528326582,-0.198608813479774,1.56578269627895,-0.173890222701129,0.0702458959295167,-0.929803775277917,-0.33372578074965
"P03991, P14428",-0.461329894321598,-0.328457239894655,-0.0154071064321499,-0.319300415990567,0.567488996884536,0.557005659754433,0.033592265485662,1.8186086701191,-1.0695713215303,-0.286331169917746,-0.300559066095557,-0.195739378061162
"P03995, Q6NXH9, Q9DCV7, Q9Z2T6",0.567704424973577,-0.0240962100487034,-0.299012348392833,-0.225016732595028,-0.0327494963964421,0.0131703624594284,-0.104153349866904,0.168289583196414,0.321479856605425,0.136633658716551,-0.733823918813498,0.211574170162013
"P04104",1.01073250050075,0.0764839764546927,-0.493135412207562,-0.318790432156632,-0.00975936155586199,-0.265531271035382,-0.0529962827498456,-0.013916622223777,0.326625179464321,-0.0146139815377988,-0.570845109707482,0.325746816754582
"P04104, P07744, P11679, P50446, Q3TTY5, Q3UV17, Q6IFZ6, Q6IFZ9, Q6IME9, Q6NXH9, Q8BGZ7, Q8VED5, Q922U2, Q99M73, Q9DCV7, Q9R0H5, Q9Z331",1.03664872174994,-0.313269301911764,-0.73386186886201,-0.34885506491951,0.211950687627561,0.147386826315786,-0.075832178968938,0.195763540237697,0.0685228023997051,0.126125910204859,-0.724704592471055,0.410124518597731
"P04104, P11679, P50446, Q3TTY5, Q6IFZ6, Q8VED5, Q922U2, Q9Z331",1.24474381048798,0.146906484371,-0.511008663017948,-0.0968737046764416,-0.259121346829809,-0.524646580334783,0.0988233225506345,-0.567217603941458,0.337645316976326,0.360426840674444,-0.375264980189881,0.145587103929935
"P04104, Q6IFZ6, Q6IFZ9, Q6NXH9, Q9R0H5",1.09589403413738,0.104822666443037,-0.446554825879562,-0.40939181124135,-0.227553689656687,-0.117216373802815,-0.234984632821126,-0.138058262549806,0.0886285016712951,-0.0781084821469711,-0.300894066716344,0.663416942562954
"P04186",-0.0990297609836914,0.0123605786879484,0.0747211512172652,0.195796391717293,-0.0810458692595106,-0.102802491379304,0.200212490624222,-0.175293916583314,-0.118257320413923,-0.0277394492699958,0.0707751912434937,0.0503030043995163
"P04223",-0.134831498629312,-0.226897420134363,-0.168822300790662,-0.275442090305919,0.444998923804229,0.360994386056025,-0.12178794824916,2.00789633631794,-0.784278231603499,0.00408446630287829,-1.02881848899768,-0.0770961337704832
"P04227",-0.0168725212569654,-0.277624627548142,-0.427313254421516,-0.434150186647298,0.68253068302947,0.473429906844451,NA,NA,NA,NA,NA,NA
"P04247",-0.0130283786605303,0.207418303868231,0.285077047438774,0.0636516426942166,-0.215017749036546,-0.328100866304145,-0.0465497311375,0.0695415321285426,0.00100670326358232,-0.230121668286506,0.458387494073381,-0.252264330041499
"P04918",-0.164604506552716,-0.208364338624157,-0.264992052152166,-0.300632989277161,0.138169476554037,0.800424410052163,0.996681691992418,-0.162336237370319,-0.221227148709044,-0.305137926531151,-0.0372752913158365,-0.27070508806607
"P04919",-0.344315052413624,-0.392488601231096,-0.588479586180564,-0.655957051867281,0.911200460311945,1.07003983138062,-0.158953050249875,1.91065784400012,-1.25471816459892,-0.238984544283094,-0.431160756296981,0.173158671428747
"P04939, Q5FW60",-0.0993403828884669,0.211474094913787,0.0486776293112858,0.0776343251551528,-0.117179272559529,-0.121266393932229,NA,NA,NA,NA,NA,NA
"P04945",0.0418677065488704,-0.168740102626485,-0.144799127283146,-0.181623010198638,0.138516125557521,0.314778408001876,1.04274623305622,-0.874050188047293,0.106041377588332,0.020277228481405,-0.184669366689631,-0.11034528438903
"P05064",-0.0630769140301464,-0.060090985414595,-0.0820114140536989,-0.220871943811928,0.34011379682867,0.0859374604816998,-0.261139766200389,1.01524454894209,-0.152268726437313,-0.0610527938811423,-0.460675883658106,-0.080107378765137
"P05213, P05214, P68369, P68373",-0.286605564446431,-0.313380595275808,-0.358494558582789,-0.526125334883137,0.794670845199006,0.68993520798916,-0.187037066578141,1.56772456381192,-0.606200184391841,0.0746156284417494,-0.725751591504866,-0.123351349778821
"P05213, P68369, P68373",-0.0520130794263345,-0.126210069966943,-0.0948490961261745,-0.364112487674453,0.272782249771455,0.36440248342245,-0.0540437842555299,1.31496324109825,-0.80474220613559,-0.214765076692777,-0.298155803265248,0.05674362925089
"P05366",-0.754301722394476,-0.955001919952728,-0.874109672336456,-1.22230164117253,1.6907519624924,2.11496299336379,1.43599217663453,1.20974791982086,-0.408053434713772,-0.651381983192959,-0.827908555337542,-0.758396123211118
"P05366, P05367",-0.687066428103924,-1.09001844505929,-1.16137853789589,-1.29159525052791,1.89126914931311,2.33878951227391,0.893443677879838,1.22827305537497,-0.890458313255817,-0.690216624369298,-0.153294666825425,-0.38774712880427
"P05367",-0.523666020601834,-0.739905050530953,-0.693710631680625,-0.934948457658758,1.26523278392842,1.62699737654375,1.3661487231423,1.55104924385435,-1.08502676936758,-0.631043046325029,-0.563716685692339,-0.637411465611694
"P05480, P06240, P08103, P39688, Q04736",-0.0074063172343295,-0.305184573971418,-0.415317956597551,-0.42567018848124,0.548864604343543,0.604714431940997,0.123311464370999,1.42504604739479,-0.232341268278044,-0.161451771213923,-0.908942732416848,-0.245621739856978
"P05480, P08103, P14234, P25911, P39688, Q04736",0.0289349184050676,-0.388818156144704,-0.524495684879305,-0.595063461233587,0.801540933855707,0.677901449996823,-0.0199402797596111,1.64620823233326,-0.436120380684887,-0.0680410892576209,-0.715480848541723,-0.406625634089422
"P05555",0.0465300456908144,-0.0938256236516386,-0.179892242298774,-0.185736009759542,0.217561783064371,0.19536204695477,-0.0519467110460909,1.54307976834478,-0.681162277730209,-0.17516843946564,-0.320051867635256,-0.314750472467582
"P06151",-0.0121661774830839,-0.418309551220924,-0.405547364658923,-0.608292925694514,0.831570446898729,0.612745572158716,-0.215106863398924,1.46568027871039,-0.50909134177823,-0.00543290925672268,-0.533394058094859,-0.202655106181655
"P06240",0.0116213689711926,-0.322801163633006,-0.429449109982135,-0.519940884860271,0.442006752353805,0.818563037150414,0.123638866036847,1.67684818117589,-0.920036353322141,-0.457164844675068,-0.0917624357957756,-0.331523413419754
"P06330",-0.149110876960314,-0.207535852393964,-0.378678491811061,-0.514929637669445,0.674555633404914,0.57569922542987,0.621086182128154,-0.6360899288768,0.303111297752222,0.114826067098633,-0.240231300249526,-0.162702317852684
"P06683",-0.00730168584834789,0.0663705708251294,-0.0818569338541804,0.311011466626453,-0.198472223595051,-0.0897511941540019,-0.470588739153205,0.077209353654601,0.132048741895575,0.382043593704326,-0.413534982709348,0.29282203260805
"P06684",-0.00362771462359923,0.109114271182992,0.107016241061039,0.246897843039934,-0.21387884938647,-0.245521791273898,-0.170905980091832,-0.213977527235953,0.0950235257988838,0.174764022640597,-0.164937147180668,0.280033106068973
"P06728",0.966980197665628,0.146005921245477,0.0176074212317849,0.0161455018158865,-0.70878093076034,-0.437958111198438,-0.495302271822555,-0.483158745200059,0.134511776312725,0.688447317275514,-0.00280170404170699,0.158303627476083
"P06745",-0.163022301267465,-0.260257318399561,-0.144876909410914,-0.240756210294081,0.435602167395449,0.373310571976571,0.0871897662607335,1.16234064737538,-0.469779940490175,-0.398534303779005,-0.208780305537324,-0.172435863829603
"P06800",-0.177517698165245,-0.33523245850573,-0.461608057594558,-0.535555268429698,0.714162168789157,0.795751313906074,0.11109875450553,1.89391797942707,-0.901355174794588,-0.281757282854619,-0.481222117184803,-0.340682159098594
"P06909",-0.0742525270486452,-0.00313139184901745,0.185617533811683,0.228128814447238,-0.225383725170666,-0.110978704190593,0.0103986026173439,-0.218672889184437,-0.00628088837678886,-0.0278074125840062,0.164198407223984,0.078164180303903
"P07146",0.519470539003092,-0.0307951404358597,-0.189659217217534,-0.250687919680578,-0.140588129557315,0.0922598678881958,-0.0291181394907731,0.0325082776612753,0.3886639032237,0.047432938680259,-0.316623322325696,-0.122863657748765
"P07309",0.00657763997249683,0.319845415357769,0.441411215012521,0.310058826296285,-0.443625586115363,-0.634267510523709,-0.472927971041595,-0.117271310586305,0.0571692717682026,0.220975786940178,0.123580697008847,0.188473525910672
"P07356",-0.159543410946205,-0.206033201035814,-0.323173646173824,-0.507554390248861,0.705791060708338,0.490513587696368,-0.0938570308970235,1.3993548210186,-0.380535325574191,-0.177679045157941,-0.555265560547343,-0.192017858842105
"P07361",-0.23956504563405,-0.882040779005903,-0.525374744223223,-1.06571976764653,1.27066413889544,1.44203619761426,1.02728472042052,0.866238509402228,-0.398934018348862,-0.582628912686425,-0.383630973899707,-0.528329324887754
"P07361, Q60590",-0.15019711729291,0.0200170196846865,-0.00669869801604284,7.64449779788734e-06,0.0734839915341441,0.0633871595923248,0.982313008248199,-0.801404895135186,-0.0473545660787629,-0.393659549259286,0.223797942740057,0.0363080594849809
"P07361, Q60590, Q63805",-0.141622180098098,0.0760680987658287,-0.0920137807585708,0.0384261925961398,0.0771848621898714,0.0419568073048278,0.480679740500896,-0.247053849256269,-0.118110367290636,-0.249064820645293,0.304962344067481,-0.171413047376178
"P07724",0.0471367089469164,0.32640398693964,0.438387241896379,0.432547050029943,-0.686186209798021,-0.558288778014857,0.120379296401831,-0.788143267774192,0.0780749189016361,-0.0666484019483433,0.664881970592204,-0.00854451617313545
"P07743",-0.435642049441316,-0.238736900258615,-0.280801355137297,-0.271469734353416,-0.0970101556246346,1.32366019481528,NA,NA,NA,NA,NA,NA
"P07744, P19246, P50446, Q3TTY5, Q3UV17, Q6NXH9, Q8BGZ7, Q922U2, Q9Z331",0.509815948287192,0.0362955157459641,-0.264073568854509,-0.122764411259721,-0.00804250676371643,-0.15123097715521,0.0217387374087847,-0.173470753450574,0.18912526896038,-0.0644230441688873,-0.212544101139088,0.239573892389384
"P07744, P50446, Q3UV17, Q8BGZ7, Q922U2, Q9Z331",0.458992282369737,0.145453640252251,-0.122910634989001,-0.0590973748713082,-0.337873973373403,-0.0845639393882749,0.121354082278013,-0.498911593829782,0.353702469681348,0.115939675286426,-0.293567564976212,0.201482931560207
"P07758",-0.00762924195407422,0.142004847235659,0.138541588993455,0.160653297404899,-0.32960813564452,-0.103962356035421,-0.559505678178796,-0.0460310869698772,-0.00227336116535382,0.336434297999165,0.304910528338786,-0.0335347000239232
"P07758, P22599, Q00896, Q00897",0.287656260720712,0.611832615985204,0.538426602138162,0.811564089806715,-1.279432572738,-0.970046995912794,-0.449779793667928,-1.30559853756461,0.669934495434606,0.397011949551181,0.00529024160452041,0.683141644642235
